Timestamp,Open,High,Low,Close,Volume,tr0,tr1,tr2,TR,ATR,BUB,BLB,FUB,FLB,ST,ST_BUY_SELL
2023-03-15T09:15:00+0530,529.8,531.85,529.6,530.9,253865,2.25,,,2.25,0.0,530.72,530.72,0.0,0.0,0.0,NA
2023-03-15T09:16:00+0530,530.95,531.3,529.8,530.5,122662,1.5,0.39999999999997726,1.1000000000000227,1.5,0.10714285714285714,530.76,530.34,530.76,530.34,530.76,SELL
2023-03-15T09:17:00+0530,530.2,530.5,529.05,529.6,117946,1.4500000000000455,0.0,1.4500000000000455,1.45,0.20306122448979588,530.18,529.37,530.18,530.34,530.18,SELL
2023-03-15T09:18:00+0530,529.7,529.8,529.1,529.65,84080,0.6999999999999318,0.1999999999999318,0.5,0.7,0.2385568513119533,529.93,528.97,529.93,528.97,529.93,SELL
2023-03-15T09:19:00+0530,529.65,530.0,529.05,529.2,87324,0.9500000000000455,0.35000000000002274,0.6000000000000227,0.95,0.28937421907538524,530.1,528.95,529.93,528.97,529.93,SELL
2023-03-15T09:20:00+0530,529.2,529.65,528.6,529.55,106164,1.0499999999999545,0.4499999999999318,0.6000000000000227,1.05,0.343704631998572,529.81,528.44,529.81,528.97,529.81,SELL
2023-03-15T09:21:00+0530,529.65,529.65,528.1,528.4,73757,1.5499999999999545,0.10000000000002274,1.4499999999999318,1.55,0.4298685868558168,529.73,528.02,529.73,528.97,529.73,SELL
2023-03-15T09:22:00+0530,528.5,529.2,528.35,528.95,50083,0.8500000000000227,0.8000000000000682,0.049999999999954525,0.85,0.4598779735089727,529.69,527.86,529.69,527.86,529.69,SELL
2023-03-15T09:23:00+0530,528.85,529.2,528.8,528.95,26697,0.40000000000009095,0.25,0.15000000000009095,0.4,0.455600975401189,529.91,528.09,529.69,528.09,529.69,SELL
2023-03-15T09:24:00+0530,528.85,529.15,528.2,528.65,52674,0.9499999999999318,0.1999999999999318,0.75,0.95,0.49091519144396123,529.66,527.69,529.66,528.09,529.66,SELL
2023-03-15T09:25:00+0530,528.45,528.6,528.05,528.1,39504,0.5500000000000682,0.049999999999954525,0.6000000000000227,0.6,0.4987069634836782,529.32,527.33,529.32,528.09,529.32,SELL
2023-03-15T09:26:00+0530,528.1,528.15,527.5,527.8,78556,0.6499999999999773,0.049999999999954525,0.6000000000000227,0.65,0.5095136089491298,528.84,526.81,528.84,528.09,528.84,SELL
2023-03-15T09:27:00+0530,527.85,528.1,527.7,528.1,32442,0.39999999999997726,0.3000000000000682,0.09999999999990905,0.4,0.5016912083099062,528.9,526.9,528.84,526.9,528.84,SELL
2023-03-15T09:28:00+0530,528.25,528.9,528.2,528.8,38171,0.6999999999999318,0.7999999999999545,0.10000000000002274,0.8,0.5229989791449129,529.6,527.5,528.84,527.5,528.84,SELL
2023-03-15T09:29:00+0530,528.75,529.3,528.75,529.3,29772,0.5499999999999545,0.5,0.049999999999954525,0.55,0.5249276234917047,530.07,527.98,528.84,527.98,527.98,BUY
2023-03-15T09:30:00+0530,529.05,529.5,528.2,528.5,33072,1.2999999999999545,0.20000000000004547,1.099999999999909,1.3,0.5802899360994401,530.01,527.69,530.01,527.98,527.98,BUY
2023-03-15T09:31:00+0530,528.35,528.5,528.1,528.4,17234,0.39999999999997726,0.0,0.39999999999997726,0.4,0.5674120835209087,529.43,527.17,529.43,527.98,527.98,BUY
2023-03-15T09:32:00+0530,528.35,528.4,528.0,528.4,21363,0.39999999999997726,0.0,0.39999999999997726,0.4,0.5554540775551294,529.31,527.09,529.31,527.98,527.98,BUY
2023-03-15T09:33:00+0530,528.4,528.4,527.75,528.1,34923,0.6499999999999773,0.0,0.6499999999999773,0.65,0.562207357729763,529.2,526.95,529.2,527.98,527.98,BUY
2023-03-15T09:34:00+0530,528.1,528.35,528.0,528.15,15811,0.35000000000002274,0.25,0.10000000000002274,0.35,0.5470496893204942,529.27,527.08,529.2,527.98,527.98,BUY
2023-03-15T09:35:00+0530,528.15,528.2,527.1,527.6,59212,1.1000000000000227,0.05000000000006821,1.0499999999999545,1.1,0.5865461400833161,528.82,526.48,528.82,527.98,528.82,SELL
2023-03-15T09:36:00+0530,527.4,527.55,527.0,527.15,51418,0.5499999999999545,0.05000000000006821,0.6000000000000227,0.6,0.587507130077365,528.45,526.1,528.45,526.1,528.45,SELL
2023-03-15T09:37:00+0530,527.15,527.45,527.05,527.45,35195,0.40000000000009095,0.3000000000000682,0.10000000000002274,0.4,0.5741137636432675,528.4,526.1,528.4,526.1,528.4,SELL
2023-03-15T09:38:00+0530,527.45,527.85,527.35,527.7,20992,0.5,0.39999999999997726,0.10000000000002274,0.5,0.5688199233830341,528.74,526.46,528.4,526.46,528.4,SELL
2023-03-15T09:39:00+0530,527.5,527.65,526.65,526.9,64295,1.0,0.05000000000006821,1.0500000000000682,1.05,0.6031899288556746,528.36,525.94,528.36,526.46,528.36,SELL
2023-03-15T09:40:00+0530,526.7,527.0,526.05,526.3,64302,0.9500000000000455,0.10000000000002274,0.8500000000000227,0.95,0.627962076794555,527.78,525.27,527.78,526.46,527.78,SELL
2023-03-15T09:41:00+0530,526.25,527.4,526.0,527.4,47165,1.3999999999999773,1.1000000000000227,0.2999999999999545,1.4,0.6831076427378011,528.07,525.33,527.78,525.33,527.78,SELL
2023-03-15T09:42:00+0530,527.3,527.3,527.0,527.3,22881,0.2999999999999545,0.10000000000002274,0.39999999999997726,0.4,0.6628856682565296,528.48,525.82,527.78,525.82,527.78,SELL
2023-03-15T09:43:00+0530,527.3,527.55,527.1,527.25,23519,0.4499999999999318,0.25,0.1999999999999318,0.45,0.6476795490953489,528.62,526.03,527.78,526.03,527.78,SELL
2023-03-15T09:44:00+0530,527.3,527.65,527.1,527.55,36541,0.5499999999999545,0.39999999999997726,0.14999999999997726,0.55,0.6407024384456811,528.66,526.09,527.78,526.09,527.78,SELL
2023-03-15T09:45:00+0530,527.45,528.0,527.35,527.65,32629,0.6499999999999773,0.4500000000000455,0.1999999999999318,0.65,0.6413665499852753,528.96,526.39,527.78,526.39,527.78,SELL
2023-03-15T09:46:00+0530,527.6,528.0,527.35,528.0,32792,0.6499999999999773,0.35000000000002274,0.2999999999999545,0.65,0.6419832249863271,528.96,526.39,527.78,526.39,526.39,BUY
2023-03-15T09:47:00+0530,528.0,528.4,527.75,528.4,26697,0.6499999999999773,0.39999999999997726,0.25,0.65,0.642555851773018,529.36,526.79,529.36,526.79,526.79,BUY
2023-03-15T09:48:00+0530,528.4,528.4,527.8,528.15,22507,0.6000000000000227,0.0,0.6000000000000227,0.6,0.6395161480749453,529.38,526.82,529.36,526.82,526.82,BUY
2023-03-15T09:49:00+0530,528.15,528.5,528.05,528.3,16628,0.4500000000000455,0.35000000000002274,0.10000000000002274,0.45,0.6259792803553063,529.53,527.02,529.36,527.02,527.02,BUY
2023-03-15T09:50:00+0530,528.45,528.6,528.05,528.35,24618,0.5500000000000682,0.3000000000000682,0.25,0.55,0.6205521889013559,529.57,527.08,529.36,527.08,527.08,BUY
2023-03-15T09:51:00+0530,528.2,528.35,527.85,527.85,17900,0.5,0.0,0.5,0.5,0.6119413182655448,529.32,526.88,529.32,527.08,527.08,BUY
2023-03-15T09:52:00+0530,527.9,528.2,527.65,527.75,21689,0.5500000000000682,0.35000000000002274,0.20000000000004547,0.55,0.6075169383894344,529.14,526.71,529.14,527.08,527.08,BUY
2023-03-15T09:53:00+0530,527.85,527.85,527.6,527.65,5823,0.25,0.10000000000002274,0.14999999999997726,0.25,0.5819800142187604,528.89,526.56,528.89,527.08,527.08,BUY
2023-03-15T09:54:00+0530,527.65,527.75,527.1,527.3,23867,0.6499999999999773,0.10000000000002274,0.5499999999999545,0.65,0.5868385846317061,528.6,526.25,528.6,527.08,527.08,BUY
2023-03-15T09:55:00+0530,527.3,527.5,527.05,527.25,16544,0.4500000000000455,0.20000000000004547,0.25,0.45,0.5770644000151556,528.43,526.12,528.43,527.08,527.08,BUY
2023-03-15T09:56:00+0530,527.3,527.4,527.0,527.2,18948,0.39999999999997726,0.14999999999997726,0.25,0.4,0.5644169428712159,528.33,526.07,528.33,527.08,527.08,BUY
2023-03-15T09:57:00+0530,527.25,527.6,527.25,527.25,13949,0.35000000000002274,0.39999999999997726,0.049999999999954525,0.4,0.5526728755232719,528.53,526.32,528.33,527.08,527.08,BUY
2023-03-15T09:58:00+0530,527.45,527.45,527.0,527.15,10898,0.4500000000000455,0.20000000000004547,0.25,0.45,0.545339098700181,528.32,526.13,528.32,527.08,527.08,BUY
2023-03-15T09:59:00+0530,527.15,527.8,527.0,527.75,24218,0.7999999999999545,0.6499999999999773,0.14999999999997726,0.8,0.5635291630787396,528.53,526.27,528.32,527.08,527.08,BUY
2023-03-15T10:00:00+0530,527.6,527.75,527.4,527.6,5807,0.35000000000002274,0.0,0.35000000000002274,0.35,0.5482770800016867,528.67,526.48,528.32,527.08,527.08,BUY
2023-03-15T10:01:00+0530,527.6,528.2,527.6,528.0,27488,0.6000000000000227,0.6000000000000227,0.0,0.6,0.5519715742872805,529.0,526.8,528.32,527.08,527.08,BUY
2023-03-15T10:02:00+0530,528.15,528.2,527.95,528.1,11166,0.25,0.20000000000004547,0.049999999999954525,0.25,0.5304021761239033,529.14,527.01,528.32,527.08,527.08,BUY
2023-03-15T10:03:00+0530,528.15,528.15,527.75,527.8,16928,0.39999999999997726,0.049999999999954525,0.35000000000002274,0.4,0.521087734972196,528.99,526.91,528.32,527.08,527.08,BUY
2023-03-15T10:04:00+0530,527.8,527.9,527.65,527.8,12128,0.25,0.10000000000002274,0.14999999999997726,0.25,0.5017243253313248,528.78,526.77,528.32,527.08,527.08,BUY
2023-03-15T10:05:00+0530,527.8,528.05,527.65,527.95,28636,0.39999999999997726,0.25,0.14999999999997726,0.4,0.4944583020933731,528.84,526.86,528.32,527.08,527.08,BUY
2023-03-15T10:06:00+0530,527.95,528.0,527.75,527.95,19413,0.25,0.049999999999954525,0.20000000000004547,0.25,0.47699699480098934,528.83,526.92,528.32,527.08,527.08,BUY
2023-03-15T10:07:00+0530,527.95,528.1,527.8,527.8,10499,0.3000000000000682,0.14999999999997726,0.15000000000009095,0.3,0.4643543523152044,528.88,527.02,528.32,527.08,527.08,BUY
2023-03-15T10:08:00+0530,527.85,528.3,527.6,528.2,31019,0.6999999999999318,0.5,0.1999999999999318,0.7,0.4811861842926898,528.91,526.99,528.32,527.08,527.08,BUY
